UTC time,Satellites,Speed (km/h),Heading (Degrees),Latitude,Longitude,BrakeTrigger,Dgps,Wav file,Dual Antenna Status,Height (m),Vertical velocity (km/h),Avi sync time (s),Avi file index,Elapsed time (s),Distance (m),Lateral acceleration (g),Longitudinal acceleration (g),Relative height (m),Gradient (%),Radius of turn (m),sampleperiod (s),ComboAcc (g),Air Fuel Ratio ((null)),Battery Voltage (V),Brake Position (%),Brake Pressure (bar),Clutch Position (%),Coolant Temperature (°C),Engine Speed (rpm),Exhaust Temperature (°C),Fuel Level (%),Gear ((null)),Head Temperature (°C),Indicated Lateral Acceleration (g),Indicated Longitudinal Acceleration (g),Indicated Vehicle Speed (km/h),Oil Pressure (bar),Oil Temperature (°C),Steering Angle (Degrees),Throttle Position (%),Water Temp (Calc) (F),Oil Temp (Calc) (F),Oil Press (Calc) (psi),Water Press (Calc) (psi),Brake Press (Calc) ((null))
212716.300,12,180.40,264.9,38°9.729558 N,122°27.409272 W,0,1,0,0,30.25,3.64,362799.000,1,351.700,12277.19,1.50,-0.24,-16.07,2.0154875473246,212.37,0.100,1.32,500,13.5,0,0.219999998807907,255,94.50,6176,-50.00,18,255,1.80,-1.12,-0.29,179.20,4.01000022888184,118.00,40.0,33,202.100006103516,244.399993896484,58.16,26.11,3.19083595275879
212716.400,12,179.76,264.1,38°9.729264 N,122°27.412668 W,0,1,0,0,30.52,3.85,362899.000,1,351.800,12282.19,0.73,-0.18,-15.98,2.14291674779561,223.21,0.100,1.20,500,13.5,0,0.170000001788139,255,94.50,6122,-50.00,18,255,1.80,-1.12,-0.29,178.10,4.17000007629395,118.00,51.0,39,202.100006103516,244.399993896484,60.48,26.11,2.46564602851868
212716.500,12,179.11,262.9,38°9.728910 N,122°27.416046 W,0,1,0,0,30.82,4.07,362999.000,1,351.900,12287.17,1.01,-0.18,-15.88,2.27117924896993,215.08,0.100,1.17,500,13.5,0,0.280000001192093,255,94.50,5990,-50.00,18,255,1.70,-1.12,-0.29,178.10,4.1399998664856,118.00,56.0,10,202.100006103516,244.399993896484,60.05,24.66,4.06106376647949
212716.600,12,178.35,261.9,38°9.728520 N,122°27.419400 W,0,1,0,0,31.02,4.18,363099.000,1,352.000,12292.14,0.94,-0.22,-15.78,2.34148967187745,220.60,0.100,1.13,500,13.5,0,0.200000002980232,255,94.50,6005,-50.00,18,255,1.70,-1.12,-0.29,177.20,3.98000001907349,118.00,56.0,6,202.100006103516,244.399993896484,57.73,24.66,2.90075993537903
212716.700,12,177.06,260.4,38°9.728052 N,122°27.422700 W,0,1,0,0,31.21,4.21,363199.000,1,352.100,12297.08,1.27,-0.37,-15.67,2.37886806092884,213.65,0.100,1.17,500,13.5,0,0.280000001192093,255,94.50,6005,-50.00,18,255,1.70,-1.51,-0.56,176.70,3.88000011444092,118.00,54.0,6,202.100006103516,244.399993896484,56.27,24.66,4.06106376647949
212716.800,12,175.75,258.6,38°9.727500 N,122°27.425958 W,0,1,0,0,31.48,4.39,363299.000,1,352.200,12301.98,1.57,-0.37,-15.56,2.49897582957804,205.16,0.100,1.27,500,13.5,0,0.239999994635582,255,94.50,5952,-50.00,18,255,1.70,-1.51,-0.56,175.50,3.82999992370605,118.00,54.0,16,202.100006103516,244.399993896484,55.55,24.66,3.48091197013855
212716.900,12,174.54,257.2,38°9.726888 N,122°27.429180 W,0,1,0,0,31.80,4.64,363399.000,1,352.300,12306.84,1.23,-0.34,-15.45,2.66078436989716,207.19,0.100,1.27,500,13.5,0,0.180000007152557,255,94.50,5893,-50.00,18,255,1.70,-1.51,-0.56,174.30,3.98000001907349,118.00,47.0,14,202.100006103516,244.399993896484,57.73,24.66,2.61068391799927
212717.000,12,173.56,255.9,38°9.726222 N,122°27.432372 W,0,1,0,0,32.13,4.86,363499.000,1,352.400,12311.68,1.14,-0.28,-15.33,2.80024891101431,214.13,0.100,1.25,500,13.5,0,0.170000001788139,255,94.50,5871,-50.00,18,255,1.70,-1.51,-0.56,174.20,3.83999991416931,118.00,47.0,16,202.100006103516,244.399993896484,55.69,24.66,2.46564602851868
212717.100,12,172.24,253.8,38°9.725460 N,122°27.435504 W,0,1,0,0,32.52,5.18,363599.000,1,352.500,12316.48,1.74,-0.37,-15.20,3.00971888389591,187.10,0.100,1.36,500,13.5,0,0.180000007152557,255,94.50,5851,-50.00,18,255,1.70,-1.51,-0.56,172.90,3.88000011444092,118.00,47.0,16,202.100006103516,244.399993896484,56.27,24.66,2.61068391799927
212717.200,12,171.32,251.9,38°9.724614 N,122°27.438588 W,0,1,0,0,33.02,5.65,363699.000,1,352.600,12321.25,1.66,-0.26,-15.06,3.29908942330142,172.35,0.100,1.42,500,13.5,0,0.200000002980232,255,94.50,5851,-50.00,18,255,1.70,-1.67,-0.70,171.70,3.79999995231628,118.00,50.0,57,202.100006103516,244.399993896484,55.11,24.66,2.90075993537903
212717.300,12,170.72,250.5,38°9.723720 N,122°27.441636 W,0,1,0,0,33.43,5.98,363799.000,1,352.700,12326.00,1.18,-0.17,-14.92,3.50040709219027,166.78,0.100,1.36,500,13.5,0,0.200000002980232,255,94.50,5923,-50.00,18,255,1.70,-1.67,-0.70,171.10,3.90000009536743,118.00,52.0,67,202.100006103516,244.399993896484,56.56,24.66,2.90075993537903
212717.400,12,169.77,248.7,38°9.722748 N,122°27.444630 W,0,1,0,0,33.84,6.34,363899.000,1,352.800,12330.73,1.46,-0.27,-14.77,3.73213012976456,161.72,0.100,1.39,500,13.5,0,0.109999999403954,255,94.50,5885,-50.00,18,255,1.70,-1.67,-0.70,170.60,3.97000002861023,118.00,59.0,41,202.100006103516,244.399993896484,57.58,24.66,1.59541797637939
212717.500,12,168.28,246.7,38°9.721710 N,122°27.447552 W,0,1,0,0,34.23,6.66,363999.000,1,352.900,12335.42,1.67,-0.42,-14.60,3.95780716089734,157.62,0.100,1.47,500,13.5,0,0.119999997317791,255,94.50,5797,-50.00,18,255,1.60,-1.57,-0.58,169.60,3.92000007629395,118.00,55.0,0,202.100006103516,244.399993896484,56.85,23.21,1.74045598506927
212717.600,12,166.31,245.2,38°9.720630 N,122°27.450396 W,0,1,0,0,34.55,6.88,364099.000,1,353.000,12340.07,1.27,-0.56,-14.43,4.13454716005436,154.27,0.100,1.46,500,13.5,0,0.180000007152557,255,94.50,5745,-50.00,18,255,1.60,-1.57,-0.58,168.60,4.05000019073486,118.00,55.0,0,202.100006103516,244.399993896484,58.74,23.21,2.61068391799927
212717.700,12,165.08,242.9,38°9.719460 N,122°27.453168 W,0,1,0,0,34.91,7.13,364199.000,1,353.100,12344.67,1.82,-0.35,-14.25,4.31785415732787,142.46,0.100,1.53,500,13.5,0,0.209999993443489,255,94.50,5745,-50.00,18,255,1.70,-1.57,-0.58,167.50,4.05000019073486,118.00,52.0,0,202.100006103516,244.399993896484,58.74,24.66,3.0457980632782
212717.800,12,164.50,241.4,38°9.718248 N,122°27.455904 W,0,1,0,0,35.34,7.42,364299.000,1,353.200,12349.25,1.23,-0.17,-14.07,4.50826149862004,148.07,0.100,1.46,500,13.5,0,0.270000010728836,255,94.50,5695,-50.00,18,255,1.60,-1.57,-0.58,166.90,3.9300000667572,118.00,57.0,0,202.100006103516,244.399993896484,57.00,23.21,3.91602611541748
212717.900,12,163.18,240.1,38°9.717000 N,122°27.458574 W,0,1,0,0,35.88,7.85,364399.000,1,353.300,12353.80,1.11,-0.37,-13.88,4.80950133903675,154.10,0.100,1.40,500,13.5,0,0.189999997615814,255,94.50,5695,-50.00,18,255,1.60,-1.57,-0.53,166.90,3.91000008583069,118.00,62.0,3,202.100006103516,244.399993896484,56.71,23.21,2.75572204589844
212718.000,12,161.96,238.2,38°9.715674 N,122°27.461172 W,0,1,0,0,36.62,8.53,364499.000,1,353.400,12358.32,1.47,-0.34,-13.67,5.26796739935787,147.48,0.100,1.43,500,13.5,0,0.140000000596046,255,94.50,5657,-50.00,18,255,1.60,-1.57,-0.53,164.30,4.05999994277954,118.00,65.0,0,202.100006103516,244.399993896484,58.89,23.21,2.03053188323975
212718.100,12,161.00,236.6,38°9.714294 N,122°27.463704 W,0,1,0,0,37.33,9.14,364599.000,1,353.500,12362.80,1.29,-0.27,-13.45,5.6796442147631,148.09,0.100,1.40,500,13.5,0,0.170000001788139,255,94.50,5587,-50.00,18,255,1.60,-1.57,-0.53,163.70,4.05000019073486,118.00,65.0,0,202.100006103516,244.399993896484,58.74,23.21,2.46564602851868
212718.200,12,158.31,235.4,38°9.712926 N,122°27.466146 W,0,1,0,0,37.84,9.54,364699.000,1,353.600,12367.24,0.93,-0.76,-13.22,6.02599896408404,156.07,0.100,1.39,500,13.5,0,0.189999997615814,255,94.50,5520,-50.00,18,255,1.60,-1.57,-0.53,163.00,3.91000008583069,118.00,51.0,0,202.100006103516,244.399993896484,56.71,23.21,2.75572204589844
212718.300,12,157.26,233.7,38°9.711480 N,122°27.468516 W,0,1,0,0,38.30,9.79,364799.000,1,353.700,12371.62,1.37,-0.30,-12.97,6.22667065160023,152.10,0.100,1.36,500,13.5,0,0.259999990463257,255,94.50,5487,-50.00,18,255,1.60,-1.04,-0.34,162.00,3.85999989509583,118.00,39.0,0,202.100006103516,244.399993896484,55.98,23.21,3.77098798751831
212718.400,12,154.12,230.7,38°9.709956 N,122°27.470712 W,0,1,0,0,39.03,10.44,364899.000,1,353.800,12375.95,2.22,-0.89,-12.72,6.77381052795495,140.74,0.100,1.62,500,13.5,0,0.209999993443489,255,94.50,5396,-50.00,18,255,1.60,-1.04,-0.34,160.20,3.78999996185303,118.00,55.0,6,202.100006103516,244.399993896484,54.97,23.21,3.0457980632782
212718.500,12,153.86,229.4,38°9.708402 N,122°27.472944 W,0,1,0,0,39.92,11.27,364999.000,1,353.900,12380.22,1.00,-0.08,-12.45,7.32368368030054,142.75,0.100,1.43,500,13.5,0,0.239999994635582,255,94.50,5396,-50.00,18,255,1.60,-1.04,-0.34,160.10,3.78999996185303,118.00,55.0,6,202.100006103516,244.399993896484,54.97,23.21,3.48091197013855
212718.600,12,153.92,227.2,38°9.706788 N,122°27.475104 W,0,1,0,0,40.77,11.99,365099.000,1,354.000,12384.50,1.68,0.02,-12.16,7.78856274119986,133.52,0.100,1.46,500,13.5,0,0.159999996423721,255,94.50,5375,-50.00,18,255,1.60,-1.04,-0.34,157.80,3.78999996185303,118.00,52.0,8,202.100006103516,244.399993896484,54.97,23.21,2.32060790061951
212718.700,12,152.36,226.7,38°9.705180 N,122°27.477234 W,0,1,0,0,41.64,12.71,365199.000,1,354.100,12388.75,0.37,-0.44,-11.85,8.34082660033211,147.52,0.100,1.27,500,13.5,0,0.200000002980232,255,94.50,5306,-50.00,18,255,1.60,-1.04,-0.34,156.50,3.84999990463257,118.00,54.0,8,202.100006103516,244.399993896484,55.84,23.21,2.90075993537903
212718.800,12,151.88,225.3,38°9.703542 N,122°27.479298 W,0,1,0,0,42.41,13.25,365299.000,1,354.200,12392.98,1.09,-0.13,-11.52,8.7224460772695,149.24,0.100,1.22,500,13.5,0,0.189999997615814,255,94.50,5306,-50.00,18,255,1.50,-0.90,-0.40,155.40,3.72000002861023,118.00,59.0,0,202.100006103516,244.399993896484,53.95,21.76,2.75572204589844
212718.900,12,150.71,223.4,38°9.701850 N,122°27.481278 W,0,1,0,0,43.30,13.97,365399.000,1,354.300,12397.18,1.40,-0.33,-11.18,9.26788486802818,139.70,0.100,1.27,500,13.5,0,0.270000010728836,255,94.50,5236,-50.00,18,255,1.50,-0.90,-0.40,155.10,3.77999997138977,118.00,51.0,0,202.100006103516,244.399993896484,54.82,21.76,3.91602611541748
212719.000,12,149.91,222.2,38°9.700146 N,122°27.483204 W,0,1,0,0,44.14,14.58,365499.000,1,354.400,12401.36,0.92,-0.23,-10.82,9.72577062390351,145.24,0.100,1.20,500,13.5,0,0.209999993443489,255,94.50,5203,-50.00,18,255,1.50,-0.90,-0.40,153.20,3.67000007629395,118.00,51.0,0,202.100006103516,244.399993896484,53.23,21.76,3.0457980632782
212719.100,12,147.73,220.2,38°9.698412 N,122°27.485016 W,0,1,0,0,45.04,15.26,365599.000,1,354.500,12405.49,1.45,-0.62,-10.44,10.3323630948352,155.61,0.100,1.31,500,13.5,1,18.3199996948242,255,94.50,5110,-50.00,18,255,1.50,-1.25,-0.47,151.30,3.86999988555908,118.00,53.0,0,202.100006103516,244.399993896484,56.13,21.76,265.709594726563
212719.200,12,145.94,218.2,38°9.696666 N,122°27.486726 W,0,1,0,0,45.81,15.73,365699.000,1,354.600,12409.57,1.40,-0.51,-10.05,10.7797725092504,145.27,0.100,1.35,500,13.5,1,17.7600002288818,255,94.50,5013,-50.00,18,255,1.50,-1.25,-0.47,149.70,3.64000010490417,118.00,53.0,0,202.100006103516,244.399993896484,52.79,21.76,257.587493896484
212719.300,12,144.07,217.3,38°9.694926 N,122°27.488388 W,0,1,0,0,46.51,16.13,365799.000,1,354.700,12413.60,0.69,-0.53,-9.64,11.1947136074631,161.25,0.100,1.25,500,13.5,1,32.5,255,94.50,5013,-50.00,18,255,1.50,-1.25,-0.47,148.50,3.65000009536743,118.00,26.0,0,202.100006103516,244.399993896484,52.94,21.76,471.373504638672
212719.400,12,140.84,216.3,38°9.693216 N,122°27.489954 W,0,1,0,0,47.16,16.42,365899.000,1,354.800,12417.55,0.68,-0.91,-9.21,11.6555313363106,150.37,0.100,1.27,500,13.5,1,47.8699989318848,255,94.50,4790,-50.00,18,255,1.50,-1.25,-0.47,146.80,3.42000007629395,118.00,16.0,0,202.100006103516,244.399993896484,49.60,21.76,694.296875
212719.500,12,139.24,215.2,38°9.691488 N,122°27.491478 W,0,1,0,0,47.86,16.78,365999.000,1,354.900,12421.44,0.71,-0.45,-8.78,12.0481754655597,154.82,0.100,1.15,500,13.3999996185303,1,50.5299987792969,255,94.50,4566,-50.00,18,255,1.50,-1.25,-0.47,143.40,3.33999991416931,118.00,12.0,0,202.100006103516,244.399993896484,48.44,21.76,732.877014160156
212719.600,12,136.49,214.6,38°9.689808 N,122°27.492918 W,0,1,0,0,48.33,16.78,366099.000,1,355.000,12425.27,0.47,-0.78,-8.33,12.2910103304271,172.03,0.100,1.11,500,13.3999996185303,1,45.1800003051758,255,94.50,4566,-50.00,18,255,1.40,-0.70,-0.91,140.30,3.27999997138977,118.00,12.0,0,202.100006103516,244.399993896484,47.57,20.31,655.281677246094
212719.700,12,133.42,214.0,38°9.688146 N,122°27.494304 W,0,1,0,0,48.88,16.88,366199.000,1,355.100,12429.02,0.39,-0.87,-7.88,12.6547743966422,181.58,0.100,1.10,500,13.3999996185303,1,39.5299987792969,255,94.50,4310,-50.00,18,255,1.50,-0.70,-0.91,138.00,3.19000005722046,118.00,5.0,0,202.100006103516,244.399993896484,46.27,21.76,573.335205078125
212719.800,12,130.14,213.2,38°9.686514 N,122°27.495624 W,0,1,0,0,49.43,16.99,366299.000,1,355.200,12432.68,0.48,-0.93,-7.42,13.0567081604426,208.98,0.100,1.12,500,13.3999996185303,1,37.810001373291,255,94.50,4465,-50.00,18,255,1.40,-0.70,-0.91,138.00,3.16000008583069,118.00,-1024.0,0,202.100006103516,244.399993896484,45.83,20.31,548.388610839844
212719.900,12,127.01,213.3,38°9.684924 N,122°27.496932 W,0,1,0,0,49.95,17.10,366399.000,1,355.300,12436.25,-0.04,-0.89,-6.95,13.4637188208617,286.14,0.100,1.04,500,13.3999996185303,1,27.8999996185303,255,94.50,4127,-50.00,18,255,1.40,0.05,-0.94,131.90,3,118.00,-1024.0,0,202.100006103516,244.399993896484,43.51,20.31,404.656005859375
212720.000,12,123.61,213.1,38°9.683376 N,122°27.498198 W,0,1,0,0,50.48,17.17,366499.000,1,355.400,12439.73,0.12,-0.96,-6.48,13.8920799288083,329.93,0.100,1.03,500,13.3999996185303,1,19.0400009155273,255,94.50,4103,-50.00,18,255,1.50,0.05,-0.94,129.00,2.98000001907349,118.00,-1024.0,0,202.100006103516,244.399993896484,43.22,21.76,276.152313232422
212720.100,12,120.67,213.5,38°9.681870 N,122°27.499458 W,0,1,0,0,51.02,17.28,366599.000,1,355.500,12443.13,-0.26,-0.83,-6.01,14.3198090692124,486.92,0.100,0.94,500,13.3999996185303,1,18.7299995422363,255,94.50,4103,-50.00,18,255,1.50,0.05,-0.94,126.00,3.01999998092651,118.00,-1024.0,0,202.100006103516,244.399993896484,43.80,21.76,271.656188964844
212720.200,12,118.66,214.2,38°9.680400 N,122°27.500736 W,0,1,0,0,51.52,17.35,366699.000,1,355.600,12446.45,-0.42,-0.57,-5.54,14.6229237420257,1000.00,0.100,0.74,500,13.3999996185303,1,10.2299995422363,255,94.50,4096,-50.00,18,255,1.50,0.05,-0.94,123.30,2.94000005722046,118.00,-1024.0,0,202.100006103516,244.399993896484,42.64,21.76,148.373901367188
212720.300,12,116.84,214.9,38°9.678960 N,122°27.501996 W,0,1,0,0,51.98,17.32,366799.000,1,355.700,12449.72,-0.36,-0.52,-5.06,14.8205207209983,1000.00,0.100,0.62,500,13.3999996185303,1,8.53999996185303,255,94.50,3881,-50.00,18,255,1.50,0.86,-0.54,121.30,3,118.00,-1024.0,0,202.100006103516,244.399993896484,43.51,21.76,123.862503051758
212720.400,12,114.38,216.3,38°9.677586 N,122°27.503268 W,0,1,0,0,52.35,17.17,366899.000,1,355.800,12452.93,-0.83,-0.70,-4.58,15.012720421741,539.97,0.100,0.67,500,13.3999996185303,1,9.76000022888184,255,94.50,3880,-50.00,18,255,1.40,0.86,-0.54,119.50,2.9300000667572,118.00,-1024.0,0,202.100006103516,244.399993896484,42.50,20.31,141.557098388672
212720.500,12,112.73,218.6,38°9.676266 N,122°27.504618 W,0,1,0,0,52.86,17.21,366999.000,1,355.900,12456.09,-1.28,-0.47,-4.10,15.2647919808392,232.70,0.100,0.66,500,13.3999996185303,1,8.34999942779541,255,94.50,3797,-50.00,18,255,1.40,0.86,-0.54,117.90,2.84999990463257,118.00,-1024.0,0,202.100006103516,244.399993896484,41.34,20.31,121.10669708252
212720.600,12,110.89,220.7,38°9.675006 N,122°27.505998 W,0,1,0,0,53.25,17.06,367099.000,1,356.000,12459.19,-1.15,-0.52,-3.63,15.3880837939959,166.30,0.100,0.74,500,13.3999996185303,1,6.8899998664856,255,94.50,3797,-50.00,18,255,1.40,0.86,-0.54,116.00,2.8199999332428,118.00,-1024.0,0,202.100006103516,244.399993896484,40.90,20.31,99.9311828613281
212720.700,12,109.24,222.9,38°9.673806 N,122°27.507414 W,0,1,0,0,53.68,16.99,367199.000,1,356.100,12462.25,-1.18,-0.47,-3.15,15.5544570769484,123.87,0.100,0.81,500,13.3999996185303,1,5.28000020980835,255,94.50,3630,-50.00,18,255,1.40,0.86,-0.54,114.10,2.91000008583069,118.00,-1024.0,0,202.100006103516,244.399993896484,42.21,20.31,76.5800628662109
212720.800,12,107.27,226.1,38°9.672696 N,122°27.508890 W,0,1,0,0,54.15,16.99,367299.000,1,356.200,12465.26,-1.67,-0.56,-2.67,15.8405503920051,95.32,0.100,1.00,500,13.3999996185303,1,5.76000022888184,255,94.50,3686,-50.00,18,255,1.40,1.34,-0.50,112.40,2.80999994277954,118.00,-1024.0,0,202.100006103516,244.399993896484,40.76,20.31,83.541877746582
212720.900,12,105.98,228.6,38°9.671652 N,122°27.510414 W,0,1,0,0,54.62,16.99,367399.000,1,356.300,12468.22,-1.32,-0.37,-2.20,16.0332138139272,82.32,0.100,1.04,500,13.3999996185303,1,4.32999992370605,255,94.50,3686,-50.00,18,255,1.40,1.34,-0.50,110.40,2.73000001907349,118.00,-1024.0,0,202.100006103516,244.399993896484,39.60,20.31,62.8014488220215
212721.000,12,104.65,230.8,38°9.670674 N,122°27.511962 W,0,1,0,0,55.00,16.85,367499.000,1,356.400,12471.15,-1.14,-0.38,-1.73,16.0990712074303,73.22,0.100,1.06,500,13.3999996185303,1,4.8600001335144,255,94.50,3615,-50.00,18,255,1.40,1.34,-0.50,108.50,2.75999999046326,118.00,-1024.0,0,202.100006103516,244.399993896484,40.03,20.31,70.4884567260742
212721.100,12,103.36,232.4,38°9.669738 N,122°27.513528 W,0,1,0,0,55.45,16.85,367599.000,1,356.500,12474.04,-0.85,-0.37,-1.26,16.3003095975232,71.48,0.100,1.03,500,13.3999996185303,1,5.19000005722046,255,94.50,3511,-50.00,18,255,1.40,1.07,-0.44,107.10,2.72000002861023,118.00,-1024.0,0,202.100006103516,244.399993896484,39.45,20.31,75.2747192382813
212721.200,12,101.58,234.9,38°9.668880 N,122°27.515118 W,0,1,0,0,55.87,16.81,367699.000,1,356.600,12476.88,-1.25,-0.50,-0.79,16.5508279351828,69.41,0.100,1.11,500,13.3999996185303,1,4.94999980926514,255,94.50,3511,-50.00,18,255,1.40,1.07,-0.44,105.80,2.6800000667572,117.00,-1024.0,0,202.100006103516,242.600006103516,38.87,20.31,71.7938079833984
212721.300,12,100.53,237.1,38°9.668076 N,122°27.516726 W,0,1,0,0,56.33,16.78,367799.000,1,356.700,12479.69,-1.07,-0.30,-0.32,16.6882199629946,68.43,0.100,1.09,500,13.5,1,1.55999994277954,255,94.50,3351,-50.00,18,255,1.40,1.07,-0.44,104.50,2.55999994277954,117.00,-1024.0,0,202.100006103516,242.600006103516,37.13,20.31,22.6259307861328
212721.400,12,99.16,238.1,38°9.667308 N,122°27.518328 W,0,1,0,0,56.70,16.67,367899.000,1,356.800,12482.46,-0.51,-0.39,0.15,16.808858231984,72.57,0.100,1.00,500,13.5,1,3.02999997138977,255,94.50,3351,-50.00,18,255,1.40,1.07,-0.44,103.10,2.57999992370605,117.00,-1024.0,0,202.100006103516,242.600006103516,37.42,20.31,43.9465103149414
212721.500,12,98.15,241.7,38°9.666630 N,122°27.519984 W,0,1,0,0,57.13,16.63,367999.000,1,356.900,12485.20,-1.75,-0.29,0.62,16.9448010269576,69.73,0.100,1.14,500,13.5,1,0.670000016689301,255,94.50,3280,-50.00,18,255,1.30,1.07,-0.44,102.20,2.47000002861023,117.00,-1024.0,0,202.100006103516,242.600006103516,35.82,18.85,9.71754455566406
212721.600,12,97.50,242.6,38°9.665964 N,122°27.521634 W,0,1,0,0,57.49,16.49,368099.000,1,357.000,12487.92,-0.41,-0.18,1.08,16.9104223503108,77.53,0.100,0.99,500,13.5,1,0.259999990463257,255,94.50,3285,-50.00,18,255,1.30,1.08,-0.32,101.40,2.47000002861023,117.00,-1024.0,0,202.100006103516,242.600006103516,35.82,18.85,3.77098798751831
212721.700,12,96.55,245.0,38°9.665376 N,122°27.523302 W,0,1,0,0,57.90,16.42,368199.000,1,357.100,12490.61,-1.13,-0.27,1.54,17.0022371364653,75.87,0.100,1.02,500,13.5,0,0.180000007152557,255,94.50,3285,-50.00,18,255,1.30,1.08,-0.32,100.90,2.48000001907349,117.00,-1024.0,0,202.100006103516,242.600006103516,35.97,18.85,2.61068391799927
212721.800,12,96.09,247.6,38°9.664848 N,122°27.525000 W,0,1,0,0,58.39,16.49,368299.000,1,357.200,12493.29,-1.23,-0.13,2.00,17.1587349491628,70.83,0.100,1.06,500,13.5,0,0.170000001788139,255,94.50,3201,-50.00,18,255,1.40,1.08,-0.32,99.90,2.39000010490417,117.00,-1024.0,0,202.100006103516,242.600006103516,34.66,20.31,2.46564602851868
212721.900,12,95.56,247.7,38°9.664326 N,122°27.526668 W,0,1,0,0,58.64,16.13,368399.000,1,357.300,12495.95,-0.07,-0.15,2.46,16.8782376641725,83.36,0.100,0.86,500,13.5,0,0.159999996423721,255,94.50,3136,-50.00,18,255,1.40,1.10,-0.30,98.80,2.35999989509583,117.00,-1024.0,0,202.100006103516,242.600006103516,34.23,20.31,2.32060790061951
212722.000,12,93.97,251.0,38°9.663918 N,122°27.528342 W,0,1,0,0,58.97,15.95,368499.000,1,357.400,12498.58,-1.52,-0.45,2.91,16.9706514567859,75.34,0.100,1.03,500,13.5,0,0.180000007152557,255,94.50,3088,-50.00,18,255,1.30,1.10,-0.30,98.60,2.39000010490417,117.00,-1024.0,0,202.100006103516,242.600006103516,34.66,18.85,2.61068391799927
212722.100,12,92.77,255.3,38°9.663606 N,122°27.530040 W,0,1,0,0,59.34,15.84,368599.000,1,357.500,12501.18,-1.96,-0.34,3.36,17.0748533977234,60.35,0.100,1.22,500,13.5,0,0.270000010728836,255,94.50,3088,-50.00,18,255,1.30,1.10,-0.30,96.60,2.29999995231628,117.00,-1024.0,0,202.100006103516,242.600006103516,33.36,18.85,3.91602611541748
212722.200,12,91.53,255.9,38°9.663300 N,122°27.531708 W,0,1,0,0,59.60,15.52,368699.000,1,357.600,12503.74,-0.30,-0.35,3.81,16.9525599283264,71.91,0.100,1.06,500,13.5,0,0.140000000596046,255,94.50,3018,-50.00,18,255,1.30,1.10,-0.30,95.10,2.36999988555908,117.00,-1024.0,0,202.100006103516,242.600006103516,34.37,18.85,2.03053188323975
212722.300,12,90.49,257.2,38°9.663024 N,122°27.533364 W,0,1,0,0,59.81,15.16,368799.000,1,357.700,12506.27,-0.58,-0.29,4.25,16.7495524169485,68.87,0.100,0.97,500,13.5,0,0.200000002980232,255,94.50,3005,-50.00,18,255,1.30,1.09,-0.36,94.40,2.32999992370605,117.00,-1024.0,0,202.100006103516,242.600006103516,33.79,18.85,2.90075993537903
212722.400,12,89.62,261.7,38°9.662880 N,122°27.535038 W,0,1,0,0,60.06,14.87,368899.000,1,357.800,12508.77,-1.99,-0.25,4.68,16.5909724934442,59.60,0.100,1.17,500,13.5,0,0.140000000596046,255,94.50,2991,-50.00,18,255,1.30,1.09,-0.36,93.40,2.26999998092651,117.00,-1024.0,26,202.100006103516,242.600006103516,32.92,18.85,2.03053188323975
212722.500,12,88.50,262.9,38°9.662742 N,122°27.536694 W,0,1,0,0,60.29,14.54,368999.000,1,357.900,12511.24,-0.52,-0.32,5.10,16.4348268263744,64.24,0.100,1.05,500,13.5,0,0.219999998807907,255,94.50,3202,-50.00,18,255,1.30,1.09,-0.36,92.20,2.17000007629395,117.00,-1024.0,53,202.100006103516,242.600006103516,31.47,18.85,3.19083595275879
212722.600,12,88.51,263.5,38°9.662622 N,122°27.538356 W,0,1,0,0,60.42,14.08,369099.000,1,358.000,12513.70,-0.26,0.01,5.52,15.9027487487714,62.44,0.100,0.87,500,13.5,0,0.159999996423721,255,94.50,3055,-50.00,18,255,1.30,1.09,-0.36,91.80,2.30999994277954,117.00,-1024.0,53,202.100006103516,242.600006103516,33.50,18.85,2.32060790061951
212722.700,12,87.77,267.2,38°9.662610 N,122°27.540006 W,0,1,0,0,60.61,13.75,369199.000,1,358.100,12516.15,-1.60,-0.21,5.92,15.6678667456592,60.35,0.100,1.02,500,13.5,0,0.140000000596046,255,94.50,3055,-50.00,18,255,1.30,1.33,-0.22,91.60,2.36999988555908,117.00,-1024.0,60,202.100006103516,242.600006103516,34.37,18.85,2.03053188323975
212722.800,12,87.10,269.3,38°9.662622 N,122°27.541644 W,0,1,0,0,60.78,13.43,369299.000,1,358.200,12518.58,-0.91,-0.19,6.32,15.417647396521,69.08,0.100,1.01,500,13.5,0,0.109999999403954,255,94.50,3190,-50.00,18,255,1.30,1.33,-0.22,90.90,2.33999991416931,117.00,-1024.0,61,202.100006103516,242.600006103516,33.94,18.85,1.59541797637939
212722.900,12,87.67,269.6,38°9.662628 N,122°27.543312 W,0,1,0,0,60.95,13.10,369399.000,1,358.300,12521.00,-0.13,0.16,6.71,14.9467897024101,71.40,0.100,0.82,500,13.5,0,0.239999994635582,255,94.50,3217,-50.00,18,255,1.40,1.33,-0.22,90.90,2.39000010490417,117.00,-1024.0,62,202.100006103516,242.600006103516,34.66,20.31,3.48091197013855
